"año","CIF","CMUN","CMUNXL","DEGURBA","Eco_Afiliados_Tem_Porc_Resid","Eco_Afiliados_Total","Eco_Cap_Nec_Financ","Eco_Contratos_Indef","Eco_Contratos_Temp","Eco_Contratos_Total","Eco_Distrib_Renta_P80_20","Eco_Energ_Elect_PC","Eco_Establec_Hotel","Eco_Imp_Saldo_Nfinanc","Eco_Ind_RDBM_PC","Eco_Indice_Gini","Eco_Paro_100","Eco_Paro_Porc_Evol","Eco_PBI_municipal_pc","Eco_Pre_Deuda_Viva","Eco_Pre_Gastos_Liquidados","Eco_Pre_Ingresos_Liquidados","Eco_Renta_Neta_Media_PP","Eco_Uds_Productivas","Entidad","MA_Incendios","MA_Pelig_Incend_AltoExt","MA_Sup_Forestal_Arbol","MA_Sup_Forestal_Desarb","MA_Sup_Forestal_Total","MA_Sup_Protegida","MA_Sup_quemada","Municipio","NATCODE","Pob_Crecim_Relativo","Pob_Dependencia","Pob_Edad_Media","Pob_Empadronada","Pob_Empadronada_H","Pob_Empadronada_M","Pob_Envejecimiento","Pob_EV_65_H","Pob_EV_65_M","Pob_EV_65_Total","Pob_EV_H","Pob_EV_M","Pob_EV_Total","Pob_Grupo","Pob_Juventud","Pob_Saldo_Migratorio","Soc_Bibliot_públicas","Soc_Bienes_Cult","Soc_Cines_Proy","Soc_Ed_Bachiller","Soc_Ed_Cent_Priv_NoUni","Soc_Ed_Cent_Pub_NoUni","Soc_Ed_CiclosFormat","Soc_Ed_ESO","Soc_Ed_Especial","Soc_Ed_Infantil","Soc_Ed_Primaria","Soc_Ent_Credito","Soc_Mov_Auto_T","Soc_Mov_Est_Cercan","Soc_Mov_Gasolin","Soc_Mov_Hosp_T","Soc_Mov_Lin_Autob","Soc_Mov_Muni_5000_T","Soc_Mov_Turismos_Pub","Soc_Salud_Ambul","Soc_Salud_CentrosS","Soc_Salud_Consult","Soc_Salud_Def_Otras","Soc_Salud_Def_SistCirc","Soc_Salud_Def_SistResp","Soc_Salud_Def_Tumor","Soc_Salud_Discapacidad","Soc_Salud_Farmacia","Soc_Serv_Social_Centros","Soc_Teatros","Soc_Vivienda_Libre","Superficie","Terr_Zonas_Estad_CM"
"2021","P2814100J","141","28141","2-Intermedio",17.15,3725,"Capacidad de financiación",172,81.58,934,NA,2125.31,1,769863.58,NA,NA,6.7,1.48,NA,0,8094.12,8863.99,NA,875,"Sevilla la Nueva",NA,NA,NA,NA,NA,99.9632466005372,NA,"Sevilla la Nueva","34132828141",-0.51,-0.51,38.71,9345,4598,4747,11.85,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",19.3,56,1,0,0,2,1,5,1,2,0,5,3,3,6.129,0,2,NA,5,0,NA,NA,0,1,43.48,24.64,8.7,23.19,443,1,8,0,NA,24.74,"SUDOESTE COMUNIDAD"
"2022","P2814100J","141","28141","2-Intermedio",18.23,3900,NA,642,48.27,1241,NA,2070.18,3,NA,NA,NA,4.78,NA,NA,NA,NA,NA,NA,892,"Sevilla la Nueva",3,"32.6455375",47.7061346212943,15.6391024288364,63.3452370501307,99.9632466005372,0.121223933370148,"Sevilla la Nueva","34132828141",0.17,0.17,NA,9361,4599,4762,12.43,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",17.94,NA,1,NA,0,2,NA,NA,1,2,0,5,3,NA,6.129,NA,NA,7.605,NA,0,NA,NA,0,1,NA,NA,NA,NA,NA,3,8,NA,NA,24.74,"SUDOESTE COMUNIDAD"
"2023","P2814100J","141","28141","2-Intermedio",9.89,4013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sevilla la Nueva",NA,NA,NA,NA,NA,NA,NA,NA,"34132828141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","P2814300F","143","28143","3-Rural",NA,NA,NA,NA,NA,NA,NA,11102.04,NA,NA,8066.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",NA,NA,46.71,98,55,43,31.63,NA,NA,NA,NA,NA,NA,"≤100 hab.",8.16,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,30.805,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.41,"SIERRA NORTE"
"2002","P2814300F","143","28143","3-Rural",NA,NA,NA,NA,NA,NA,NA,10741.07,NA,NA,8203.36,NA,NA,NA,NA,NA,344.2,349.87,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",NA,NA,49.46,112,62,50,34.82,NA,NA,NA,NA,NA,NA,"101-250 hab.",6.25,2,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,3,30.805,0,0,NA,NA,NA,0,100,0,NA,NA,NA,NA,NA,20.41,"SIERRA NORTE"
"2003","P2814300F","143","28143","3-Rural",NA,NA,NA,NA,NA,NA,NA,11432.43,NA,NA,8560.43,NA,NA,NA,NA,NA,251.07,233.99,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",NA,NA,47.91,111,62,49,32.43,NA,NA,NA,NA,NA,NA,"101-250 hab.",5.41,10,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,3,30.805,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,20.41,"SIERRA NORTE"
"2004","P2814300F","143","28143","3-Rural",NA,NA,NA,NA,NA,NA,NA,11426.23,NA,NA,8771.6,NA,NA,NA,NA,NA,233.39,295.41,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",9.91,9.91,46.55,122,64,58,30.33,NA,NA,NA,NA,NA,NA,"101-250 hab.",8.2,-3,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,3,30.805,0,0,NA,NA,NA,0,0,50,NA,NA,NA,NA,NA,20.41,"SIERRA NORTE"
"2005","P2814300F","143","28143","3-Rural",NA,NA,NA,NA,NA,NA,NA,12379.31,NA,NA,9634.58,NA,NA,NA,NA,NA,354.04,341.76,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",-4.9,-4.9,48.15,116,62,54,31.9,NA,NA,NA,NA,NA,NA,"101-250 hab.",9.48,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,3,30.805,0,0,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,20.41,"SIERRA NORTE"
"2006","P2814300F","143","28143","3-Rural",NA,NA,NA,5,66.67,15,NA,12310.34,NA,NA,10241.05,NA,NA,NA,NA,NA,367.36,328.28,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",0,0,48.07,116,62,54,31.03,NA,NA,NA,NA,NA,NA,"101-250 hab.",9.48,7,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,3,30.805,0,0,NA,NA,NA,0,0,50,NA,NA,NA,NA,NA,20.41,"SIERRA NORTE"
"2007","P2814300F","143","28143","3-Rural",NA,NA,NA,5,84.38,32,NA,12403.51,NA,NA,10522.1,NA,1.75,NA,NA,NA,299.15,320.17,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",-1.72,-1.72,49.33,114,64,50,30.7,NA,NA,NA,NA,NA,NA,"101-250 hab.",7.89,-1,0,1,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,3,30.805,0,0,NA,NA,NA,25,0,50,NA,NA,NA,NA,NA,20.41,"SIERRA NORTE"
"2008","P2814300F","143","28143","3-Rural",NA,NA,NA,3,86.96,23,NA,12245.45,NA,NA,10608.31,NA,3.64,1.88,NA,NA,400.41,396.35,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",-3.51,-3.51,48.79,110,59,51,30,NA,NA,NA,NA,NA,NA,"101-250 hab.",7.27,3,0,1,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,3,30.805,0,0,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,20.41,"SIERRA NORTE"
"2009","P2814300F","143","28143","3-Rural",NA,NA,NA,2,94.74,38,NA,11342.34,3,NA,10639.64,NA,1.8,-1.83,NA,0,317.85,322.58,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",0.91,0.91,45.61,111,63,48,25.23,NA,NA,NA,NA,NA,NA,"101-250 hab.",10.81,-3,0,1,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,3,30.805,0,0,NA,NA,NA,0,100,0,NA,NA,NA,NA,NA,20.41,"SIERRA NORTE"
"2010","P2814300F","143","28143","3-Rural",NA,NA,NA,4,93.1,58,NA,13333.33,3,NA,11226.95,NA,6.67,4.86,NA,0,336.83,315.7,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",-5.41,-5.41,45.16,105,62,43,23.81,NA,NA,NA,NA,NA,NA,"101-250 hab.",10.48,-3,0,1,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,2,30.805,0,0,0,1,50,0,0,50,NA,0,NA,NA,NA,20.41,"SIERRA NORTE"
"2011","P2814300F","143","28143","3-Rural",NA,NA,NA,4,80.95,21,NA,13202.02,3,NA,11309.52,NA,5.05,-1.62,NA,0,446.73,486.85,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",-5.71,-5.71,46.87,99,57,42,24.24,NA,NA,NA,NA,NA,NA,"≤100 hab.",7.07,-5,0,1,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,2,30.805,0,0,0,1,50,0,0,50,NA,0,NA,NA,NA,20.41,"SIERRA NORTE"
"2012","P2814300F","143","28143","3-Rural",NA,NA,NA,7,91.14,79,NA,12891.3,3,NA,10421.21,NA,5.43,0.38,NA,282.61,212.21,203.98,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",-7.07,-7.07,46.4,92,53,39,22.83,NA,NA,NA,NA,NA,NA,"≤100 hab.",6.52,-10,0,1,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,2,30.805,0,0,0,1,0,100,0,0,2,0,NA,NA,NA,20.41,"SIERRA NORTE"
"2013","P2814300F","143","28143","3-Rural",NA,NA,NA,1,90,10,NA,11597.56,3,NA,9626.99,NA,4.88,-0.56,NA,0,202.48,173.06,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",-10.87,-10.87,48.46,82,46,36,25.61,NA,NA,NA,NA,NA,NA,"≤100 hab.",6.1,-5,0,1,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,2,30.805,0,0,0,1,NA,NA,NA,NA,3,0,NA,NA,NA,20.41,"SIERRA NORTE"
"2014","P2814300F","143","28143","3-Rural",NA,NA,NA,8,68,25,NA,11376.62,3,NA,9255.01,NA,3.9,-0.98,NA,0,NA,NA,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",-6.1,-6.1,49.95,77,42,35,25.97,NA,NA,NA,NA,NA,NA,"≤100 hab.",5.19,-3,0,1,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,2,30.805,0,0,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,20.41,"SIERRA NORTE"
"2015","P2814300F","143","28143","3-Rural",9.09,22,"NO CUMPLE",9,62.5,24,NA,13232.88,3,-20327.7,9754.86,NA,10.96,7.06,1849,0,224.51,204.19,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",-5.19,-5.19,49.47,73,41,32,26.03,NA,NA,NA,NA,NA,NA,"≤100 hab.",4.11,4,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,2,30.805,0,0,0,1,NA,NA,NA,NA,3,0,0,NA,NA,20.41,"SIERRA NORTE"
"2016","P2814300F","143","28143","3-Rural",12.5,24,"Cumple",5,73.68,19,NA,12922.08,3,108528.33,9729.88,NA,7.79,-3.17,2164,246.75,218.03,326.56,NA,14,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",5.48,5.48,50.12,77,43,34,24.68,NA,NA,NA,NA,NA,NA,"≤100 hab.",3.9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,30.805,0,0,0,1,0,33.33,33.33,33.33,4,0,0,NA,NA,20.41,"SIERRA NORTE"
"2017","P2814300F","143","28143","3-Rural",21.43,28,"Cumple",11,65.63,32,NA,12000,3,82197.99,9905.13,NA,1.3,-6.49,2661,0,298.33,380.53,NA,17,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",0,0,48.92,77,44,33,23.38,NA,NA,NA,NA,NA,NA,"≤100 hab.",6.49,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,30.805,0,0,0,1,NA,NA,NA,NA,4,0,0,NA,NA,20.41,"SIERRA NORTE"
"2018","P2814300F","143","28143","3-Rural",14.81,27,"Cumple",7,89.23,65,NA,12625,3,79055.1,9577.53,NA,2.5,1.2,2575,0,226.24,305.3,NA,17,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",3.9,3.9,50.91,80,46,34,25,NA,NA,NA,NA,NA,NA,"≤100 hab.",6.25,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,30.805,0,0,0,1,NA,NA,NA,NA,4,0,0,0,NA,20.41,"SIERRA NORTE"
"2019","P2814300F","143","28143","3-Rural",17.24,29,"NO CUMPLE",5,89.13,46,NA,11976.74,3,-154311.16,NA,NA,4.65,2.15,3138,0,351.03,196.72,NA,17,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",7.5,7.5,51.59,86,50,36,26.74,NA,NA,NA,NA,NA,NA,"≤100 hab.",4.65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,30.805,0,0,0,1,NA,NA,NA,NA,6,0,1,0,NA,20.41,"SIERRA NORTE"
"2019(P)","P2814300F","143","28143","3-Rural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10494.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,30.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.41,"SIERRA NORTE"
"2020","P2814300F","143","28143","3-Rural",17.86,28,NA,4,71.43,14,NA,11425.29,3,NA,9489.83,NA,2.3,-2.35,NA,0,440.69,520.17,13999,18,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",1.16,1.16,51.74,87,50,37,27.59,NA,NA,NA,NA,NA,NA,"≤100 hab.",3.45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,30.805,NA,NA,0,1,0,0,100,0,6,0,1,0,NA,20.41,"SIERRA NORTE"
"2021","P2814300F","143","28143","3-Rural",23.33,30,"Capacidad de financiación",6,83.33,36,NA,11172.41,3,193991.05,NA,NA,2.3,0,NA,0,440.66,634.65,NA,23,"Somosierra",NA,NA,NA,NA,NA,34.6122272447698,NA,"Somosierra","34132828143",0,0,51.45,87,49,38,27.59,NA,NA,NA,NA,NA,NA,"≤100 hab.",3.45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,30.805,NA,NA,0,1,100,0,0,0,6,0,0,0,NA,20.41,"SIERRA NORTE"
"2022","P2814300F","143","28143","3-Rural",24,25,NA,18,51.35,37,NA,11689.66,1,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,18,"Somosierra",0,"15.0668954285714",25.2636782513381,71.1934869360752,96.4571651874134,34.6122272447698,0,"Somosierra","34132828143",0,0,NA,87,50,37,24.14,NA,NA,NA,NA,NA,NA,"≤100 hab.",3.45,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,42.667,NA,30.805,NA,NA,0,1,NA,NA,NA,NA,NA,0,2,NA,NA,20.41,"SIERRA NORTE"
"2023","P2814300F","143","28143","3-Rural",12.9,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somosierra",NA,NA,NA,NA,NA,NA,NA,NA,"34132828143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013",NA,NA,"28NA",NA,NA,NA,"no cumple",NA,NA,NA,NA,NA,NA,-29421.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somosíerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","P2814400D","144","28144","2-Intermedio",NA,NA,NA,NA,NA,NA,NA,4015.21,NA,NA,15112.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",NA,NA,35.48,5850,2957,2893,10.74,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",19.52,405,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.339,0,NA,NA,4,0,3,0,NA,NA,NA,21.05,13.16,36.84,NA,NA,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2002","P2814400D","144","28144","2-Intermedio",NA,NA,NA,NA,NA,NA,NA,3952.07,NA,NA,15514.24,NA,NA,NA,NA,NA,5124.03,5039.2,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",NA,NA,35.55,6364,3191,3173,10.98,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",19.91,311,1,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,6.339,0,NA,NA,4,0,2,0,NA,NA,NA,37.14,14.29,22.86,NA,NA,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2003","P2814400D","144","28144","2-Intermedio",NA,NA,NA,NA,NA,NA,NA,3722.66,NA,NA,16154.42,NA,NA,NA,NA,NA,5586.13,5807.01,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",NA,NA,35.62,6685,3358,3327,10.46,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",19.78,446,1,NA,NA,1,NA,NA,0,2,0,NA,NA,NA,6.339,0,NA,NA,4,0,2,0,NA,NA,NA,32.69,11.54,13.46,NA,NA,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2004","P2814400D","144","28144","2-Intermedio",NA,NA,NA,NA,NA,NA,NA,3860.87,NA,NA,16774.11,NA,NA,NA,NA,NA,7043.52,6510.53,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",6.76,6.76,36,7137,3560,3577,11.17,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",20.09,369,1,NA,NA,2,NA,NA,0,2,0,NA,NA,NA,6.339,0,NA,NA,4,0,2,0,NA,NA,NA,32.5,10,25,NA,NA,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2005","P2814400D","144","28144","2-Intermedio",NA,NA,NA,NA,NA,NA,NA,3574.92,NA,NA,17651.16,NA,NA,NA,NA,NA,6131.35,6010.72,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",6.7,6.7,35.66,7615,3793,3822,10.4,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",20.72,225,1,NA,NA,2,NA,NA,0,2,0,NA,NA,NA,6.339,0,NA,NA,4,0,2,0,NA,NA,NA,31.25,18.75,25,NA,NA,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2006","P2814400D","144","28144","2-Intermedio",NA,NA,NA,196,81.51,1060,NA,3756.26,NA,NA,18337.36,NA,NA,NA,NA,NA,5825.81,5881.09,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",3.3,3.3,35.73,7865,3887,3978,10.45,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",21.26,140,1,NA,NA,2,3,4,1,2,0,6,3,NA,6.339,0,NA,NA,4,0,3,0,NA,NA,NA,33.33,13.33,22.22,NA,NA,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2007","P2814400D","144","28144","2-Intermedio",NA,NA,NA,204,78.39,944,NA,3719.79,NA,NA,18752.02,NA,2.77,NA,NA,NA,6430.35,6513.46,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",1.32,1.32,36.15,7969,3960,4009,10.75,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",21.03,169,1,0,NA,2,4,4,1,2,0,7,3,NA,6.339,0,NA,NA,4,0,3,0,NA,NA,NA,33.33,18.75,20.83,NA,NA,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2008","P2814400D","144","28144","2-Intermedio",NA,NA,NA,149,79.01,710,NA,3736.57,NA,NA,19317.55,NA,2.74,-0.04,NA,NA,7546.71,8365.31,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",2.75,2.75,36.22,8188,4050,4138,10.66,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",20.64,85,1,0,NA,2,4,4,1,2,0,7,3,NA,6.339,0,NA,NA,4,0,3,0,NA,NA,NA,37.5,14.58,22.92,NA,NA,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2009","P2814400D","144","28144","2-Intermedio",NA,NA,NA,151,78.64,707,NA,3566.8,2,NA,19556.25,NA,4.62,1.88,NA,323.61,10461.78,10119.99,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",1.29,1.29,36.46,8294,4103,4191,10.9,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",21,114,1,0,NA,2,4,4,1,2,0,7,3,NA,6.339,0,NA,NA,4,0,1,0,NA,NA,NA,28.26,13.04,17.39,NA,NA,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2010","P2814400D","144","28144","2-Intermedio",NA,NA,NA,112,84.4,718,NA,3442.26,2,NA,19393.83,NA,5.37,0.75,NA,326.06,8957.34,8940.73,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",1.69,1.69,36.87,8434,4176,4258,11.34,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",20.83,60,1,0,NA,2,4,4,1,2,0,7,3,NA,6.339,0,NA,NA,4,0,3,0,1,0,28,26,20,26,NA,3,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2011","P2814400D","144","28144","2-Intermedio",NA,NA,NA,101,85.61,702,NA,3488.42,2,NA,19550.65,NA,5.19,-0.19,NA,302.65,7517.41,7043.52,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",0.84,0.84,37.78,8505,4171,4334,12.32,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",20.32,0,1,0,NA,2,3,4,1,2,0,6,3,NA,6.339,0,NA,NA,5,0,3,0,1,0,33.33,22.22,14.81,29.63,NA,3,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2012","P2814400D","144","28144","2-Intermedio",NA,NA,NA,269,68.39,851,NA,3151.65,2,NA,18253.79,NA,5.9,0.71,NA,454.95,7402.19,9329.79,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",-0.29,-0.29,38.33,8480,4171,4309,12.64,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",20.01,64,1,0,NA,2,3,4,1,2,0,6,3,NA,6.339,0,NA,NA,5,0,3,0,1,0,32.2,23.73,13.56,30.51,264,3,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2013","P2814400D","144","28144","2-Intermedio",NA,NA,"cumple",149,79.97,744,NA,2990.84,2,819210.71,18240.15,NA,6.68,0.78,NA,404.74,6459.07,6727.79,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",0.46,0.46,38.86,8519,4182,4337,13.17,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",19.23,-32,1,0,NA,2,3,4,1,2,0,6,3,NA,6.339,0,NA,NA,5,0,1,0,1,0,40.43,19.15,23.4,17.02,288,3,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2014","P2814400D","144","28144","2-Intermedio",NA,NA,"Cumple",170,76.78,732,NA,2853.69,3,1388231.28,18263.36,NA,6.46,-0.22,NA,308.3,6449.74,7121.07,NA,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",-0.43,-0.43,39.49,8482,4138,4344,13.81,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",18.57,8,1,0,NA,2,3,4,1,2,0,6,3,NA,6.339,0,NA,NA,5,0,2,0,NA,NA,37.31,22.39,19.4,20.9,302,3,NA,NA,NA,42.86,"SIERRA CENTRAL"
"2015","P2814400D","144","28144","2-Intermedio",13.95,2967,"Cumple",193,76.08,807,3.3,2942.17,4,1911497.84,18864.57,36.4,6.17,-0.29,177787,276.96,8289.25,9955.86,13783,NA,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",-0.31,-0.31,40.05,8456,4147,4309,14.62,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",17.86,33,1,0,0,2,3,4,2,2,0,6,3,NA,6.339,0,NA,NA,5,0,2,0,1,0,43.55,17.74,19.35,19.35,318,3,5,NA,NA,42.86,"SIERRA CENTRAL"
"2016","P2814400D","144","28144","2-Intermedio",15.66,3059,"Cumple",183,78.24,841,3.4,2697.16,4,789403.17,19432.13,36.4,5.81,-0.36,176545,171.4,7979.51,7891.84,14007,917,"Soto del Real",NA,NA,NA,NA,NA,99.9944737172269,NA,"Soto del Real","34132828144",0.32,0.32,40.49,8483,4150,4333,15.16,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",17.26,141,1,0,0,2,3,4,2,2,0,6,3,3,6.339,0,NA,NA,5,0,2,0,1,0,39.74,26.92,11.54,21.79,339,3,5,NA,NA,42.86,"SIERRA CENTRAL"
